category,Crop,District,CNext,CLast,CTransp,IrriType,IrriSource,ExpYield,Season
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Canal,11,Rabi
Stressed,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Canal,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Groundwater,9,Rabi
Diseased,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Groundwater,11,Rabi
Stressed,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Sprinkler,Canal,9,Rabi
Stressed,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Canal,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Canal,9,Rabi
Stressed,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Groundwater,12,Rabi
Stressed,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Groundwater,11,Rabi
Pests,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Groundwater,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,10,Rabi
Stressed,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Sprinkler,Canal,12,Rabi
Stressed,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Sprinkler,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Drip,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Groundwater,11,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Groundwater,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Canal,10,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Drip,Canal,8,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Broadcasting,Drip,Canal,9,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Canal,12,Rabi
Pests,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Canal,9,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Drilling,Drip,Groundwater,10,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Drilling,Sprinkler,Canal,11,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Sprinkler,Groundwater,9,Rabi
Stressed,Chickpea,Adilabad,Mustard,Wheat,Broadcasting,Sprinkler,Groundwater,8,Rabi
Healthy,Chickpea,Adilabad,Mustard,Wheat,Seed Drilling,Drip,Canal,12,Rabi
Healthy,Chickpea,Adilabad,Wheat,Mustard,Seed Drilling,Drip,Canal,10,Rabi
Stressed,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Drip,Rainfed,12,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Surface,Groundwater,11,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Surface,Groundwater,10,Kharif
Pests,Redgram,Adilabad,Wheat,Sorghum,Drilling,Drip,Rainfed,10,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Surface,Groundwater,11,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Drip,Rainfed,11,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Surface,Rainfed,10,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Surface,Groundwater,9,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Drip,Rainfed,10,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Surface,Groundwater,11,Kharif
Stressed,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Surface,Rainfed,12,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Surface,Rainfed,9,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Drip,Rainfed,10,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Drip,Rainfed,9,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Drip,Rainfed,10,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Surface,Rainfed,10,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Drip,Groundwater,8,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Surface,Groundwater,8,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Drip,Rainfed,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Surface,Rainfed,9,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Drip,Groundwater,11,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Surface,Rainfed,10,Kharif
Stressed,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Drip,Groundwater,12,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Drip,Rainfed,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Drip,Rainfed,9,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Surface,Groundwater,9,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Surface,Rainfed,9,Kharif
Pests,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Drip,Groundwater,12,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Drip,Groundwater,12,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Surface,Rainfed,8,Kharif
Diseased,Redgram,Adilabad,Sorghum,Wheat,Drilling,Drip,Rainfed,12,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Drip,Groundwater,8,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Drip,Groundwater,12,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Surface,Rainfed,12,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Surface,Rainfed,12,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Surface,Rainfed,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Drip,Rainfed,10,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Drip,Groundwater,8,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Surface,Rainfed,10,Kharif
Pests,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Drip,Groundwater,9,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Surface,Groundwater,9,Kharif
Pests,Redgram,Adilabad,Sorghum,Wheat,Drilling,Drip,Rainfed,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Surface,Rainfed,10,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Surface,Groundwater,10,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Drip,Rainfed,10,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Drip,Groundwater,9,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Surface,Rainfed,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Surface,Rainfed,11,Kharif
Stressed,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Surface,Rainfed,10,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Drip,Rainfed,10,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Drip,Rainfed,11,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Drip,Groundwater,8,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Surface,Groundwater,10,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Surface,Groundwater,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Drip,Groundwater,10,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Drip,Rainfed,12,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Surface,Rainfed,10,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Drip,Rainfed,12,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Surface,Rainfed,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Drip,Groundwater,10,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Surface,Groundwater,9,Kharif
Pests,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Surface,Groundwater,9,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Drip,Groundwater,11,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Surface,Rainfed,9,Kharif
Stressed,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Drip,Rainfed,12,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Surface,Groundwater,9,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Drip,Groundwater,9,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Drip,Rainfed,9,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Surface,Groundwater,10,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Surface,Groundwater,11,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Drip,Groundwater,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Drip,Groundwater,11,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Surface,Rainfed,12,Kharif
Pests,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Drip,Rainfed,10,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Surface,Groundwater,10,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Drip,Rainfed,9,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Surface,Rainfed,9,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Surface,Groundwater,12,Kharif
Pests,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Surface,Groundwater,10,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Drip,Rainfed,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Drip,Groundwater,11,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Surface,Rainfed,10,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Surface,Groundwater,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Drip,Rainfed,8,Kharif
Pests,Redgram,Adilabad,Wheat,Sorghum,Drilling,Surface,Groundwater,11,Kharif
Diseased,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Drip,Groundwater,8,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Surface,Rainfed,12,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Drip,Groundwater,8,Kharif
Stressed,Redgram,Adilabad,Sorghum,Wheat,Drilling,Surface,Rainfed,12,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Surface,Groundwater,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Surface,Groundwater,9,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Surface,Groundwater,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Drip,Rainfed,12,Kharif
Diseased,Redgram,Adilabad,Sorghum,Wheat,Drilling,Surface,Groundwater,8,Kharif
Diseased,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Drip,Rainfed,8,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Drip,Rainfed,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Drip,Rainfed,12,Kharif
Pests,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Drip,Groundwater,8,Kharif
Pests,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Surface,Rainfed,11,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Drip,Groundwater,11,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Surface,Rainfed,10,Kharif
Stressed,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Drip,Groundwater,10,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Surface,Rainfed,11,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Drip,Rainfed,10,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Drip,Groundwater,12,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Drip,Groundwater,12,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Surface,Groundwater,12,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Drip,Rainfed,11,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Surface,Rainfed,9,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Drip,Groundwater,11,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Drip,Groundwater,12,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Drip,Rainfed,11,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Surface,Groundwater,12,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Drip,Rainfed,8,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Drip,Rainfed,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Surface,Groundwater,10,Kharif
Pests,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Drip,Rainfed,9,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Drip,Groundwater,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Drip,Rainfed,12,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Surface,Rainfed,11,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Surface,Rainfed,11,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Drip,Groundwater,10,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Surface,Groundwater,11,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Drip,Rainfed,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Drip,Rainfed,11,Kharif
Stressed,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Drip,Rainfed,8,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Drip,Groundwater,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Drip,Groundwater,9,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Drip,Groundwater,10,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Surface,Rainfed,12,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Drip,Groundwater,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Surface,Groundwater,10,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Drip,Rainfed,12,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Drip,Groundwater,11,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Drip,Groundwater,10,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Drip,Groundwater,10,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Surface,Rainfed,10,Kharif
Stressed,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Surface,Groundwater,11,Kharif
Stressed,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Surface,Rainfed,11,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Drip,Rainfed,10,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Surface,Groundwater,9,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Surface,Groundwater,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Surface,Rainfed,11,Kharif
Diseased,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Surface,Rainfed,9,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Drip,Rainfed,11,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Surface,Groundwater,10,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Drip,Rainfed,9,Kharif
Stressed,Redgram,Adilabad,Wheat,Sorghum,Drilling,Drip,Groundwater,12,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Surface,Rainfed,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Surface,Rainfed,8,Kharif
Pests,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Surface,Groundwater,11,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Surface,Rainfed,8,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Surface,Groundwater,12,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Surface,Rainfed,9,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Surface,Rainfed,9,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Surface,Rainfed,10,Kharif
Pests,Redgram,Adilabad,Sorghum,Wheat,Drilling,Drip,Rainfed,9,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Drip,Rainfed,11,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Surface,Groundwater,12,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Drip,Groundwater,10,Kharif
Diseased,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Surface,Groundwater,11,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Drip,Groundwater,11,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Drip,Rainfed,8,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Drip,Rainfed,11,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Surface,Rainfed,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Surface,Groundwater,9,Kharif
Healthy,Redgram,Adilabad,Sorghum,Wheat,Drilling,Surface,Groundwater,8,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Drilling,Surface,Groundwater,11,Kharif
Pests,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Drip,Groundwater,12,Kharif
Pests,Redgram,Adilabad,Wheat,Sorghum,Seed Drilling,Surface,Rainfed,12,Kharif
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Surface,Groundwater,9,Kharif
Pests,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Drip,Groundwater,11,Kharif
Diseased,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Surface,Rainfed,8,Kharif
Healthy,Cotton,Adilabad,Sorghum,Maize,Drilling,Sprinkler,Groundwater,15,Rabi
Diseased,Cotton,Adilabad,Sorghum,Maize,Broadcasting,Drip,Groundwater,12,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Broadcasting,Drip,Canal,10,Rabi
Pests,Cotton,Adilabad,Sorghum,Maize,Drilling,Drip,Canal,13,Rabi
Healthy,Cotton,Adilabad,Maize,Sorghum,Drilling,Sprinkler,Canal,13,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Seed Drilling,Sprinkler,Groundwater,11,Rabi
Healthy,Redgram,Adilabad,Wheat,Sorghum,Broadcasting,Surface,Groundwater,9,Kharif
Healthy,Cotton,Adilabad,Sorghum,Maize,Seed Drilling,Drip,Canal,15,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Drilling,Sprinkler,Groundwater,10,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Broadcasting,Drip,Groundwater,10,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Seed Drilling,Sprinkler,Groundwater,13,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Drilling,Sprinkler,Canal,13,Rabi
Healthy,Redgram,Adilabad,Sorghum,Wheat,Seed Drilling,Surface,Groundwater,8,Kharif
Pests,Redgram,Adilabad,Sorghum,Wheat,Broadcasting,Drip,Rainfed,9,Kharif
Healthy,Cotton,Adilabad,Sorghum,Maize,Seed Drilling,Drip,Groundwater,12,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Broadcasting,Drip,Groundwater,10,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Drilling,Sprinkler,Groundwater,13,Rabi
Healthy,Cotton,Adilabad,Maize,Sorghum,Broadcasting,Sprinkler,Canal,13,Rabi
Healthy,Cotton,Adilabad,Maize,Sorghum,Drilling,Sprinkler,Groundwater,11,Rabi
Healthy,Cotton,Adilabad,Maize,Sorghum,Broadcasting,Sprinkler,Canal,11,Rabi
Healthy,Cotton,Adilabad,Maize,Sorghum,Seed Drilling,Drip,Canal,14,Rabi
Healthy,Cotton,Adilabad,Maize,Sorghum,Broadcasting,Drip,Groundwater,10,Rabi
Healthy,Cotton,Adilabad,Maize,Sorghum,Drilling,Sprinkler,Canal,10,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Broadcasting,Drip,Groundwater,10,Rabi
Diseased,Cotton,Adilabad,Maize,Sorghum,Broadcasting,Sprinkler,Canal,13,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Seed Drilling,Sprinkler,Canal,11,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Seed Drilling,Drip,Canal,10,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Broadcasting,Sprinkler,Canal,13,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Drilling,Sprinkler,Groundwater,11,Rabi
Pests,Cotton,Adilabad,Maize,Sorghum,Seed Drilling,Drip,Canal,11,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Broadcasting,Sprinkler,Canal,10,Rabi
Healthy,Paddy,Adilabad,Pea,Lentil,Transplanting,Flood,Canal,19,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Broadcasting,Sprinkler,Canal,15,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Drilling,Drip,Groundwater,14,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Broadcasting,Drip,Groundwater,12,Rabi
Healthy,Cotton,Adilabad,Maize,Sorghum,Broadcasting,Drip,Canal,14,Rabi
Diseased,Cotton,Adilabad,Sorghum,Maize,Broadcasting,Sprinkler,Groundwater,11,Rabi
Healthy,Maize,Adilabad,Soybean,Wheat,Seed Drilling,Sprinkler,Groundwater,25,Rabi
Pests,Paddy,Adilabad,Lentil,Pea,Transplanting,Flood,Canal,17,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Broadcasting,Sprinkler,Groundwater,12,Rabi
Healthy,Cotton,Adilabad,Maize,Sorghum,Drilling,Drip,Groundwater,11,Rabi
Healthy,Cotton,Adilabad,Sorghum,Maize,Drilling,Sprinkler,Groundwater,15,Kharif
Healthy,Cotton,Adilabad,Sorghum,Maize,Drilling,Sprinkler,Canal,20,Kharif
Healthy,Cotton,Adilabad,Maize,Sorghum,Drilling,Sprinkler,Groundwater,19,Kharif
